0.005,37.2
0.01,22.8
0.015,16.0
0.02,14.7
0.025,16.2
0.03,15.0
0.035,9.2
0.04,9.9
0.045,9.2
0.05,9.6
0.055,10.2
0.06,9.2
0.065,10.0
0.07,9.2
0.075,5.7
0.08,6.3
0.085,5.5
0.09,5.4
0.095,6.2
